Nose_X;Nose_Y;Nose_Z;L_eye_inner_X;L_eye_inner_Y;L_eye_inner_Z;L_eye_X;L_eye_Y;L_eye_Z;L_eye_outer_X;L_eye_outer_Y;L_eye_outer_Z;R_eye_inner_X;R_eye_inner_Y;R_eye_inner_Z;R_eye_X;R_eye_Y;R_eye_Z;R_eye_outer_X;R_eye_outer_Y;R_eye_outer_Z;L_ear_X;L_ear_Y;L_ear_Z;R_ear_X;R_ear_Y;R_ear_Z;L_mouth_X;L_mouth_Y;L_mouth_Z;R_mouth_X;R_mouth_Y;R_mouth_Z;L_shoulder_X;L_shoulder_Y;L_shoulder_Z;R_shoulder_X;R_shoulder_Y;R_shoulder_Z;L_elbow_X;L_elbow_Y;L_elbow_Z;R_elbow_X;R_elbow_Y;R_elbow_Z;L_wrist_X;L_wrist_Y;L_wrist_Z;R_wrist_X;R_wrist_Y;R_wrist_Z;L_pinky_X;L_pinky_Y;L_pinky_Z;R_pinky_X;R_pinky_Y;R_pinky_Z;L_index_X;L_index_Y;L_index_Z;R_index_X;R_index_Y;R_index_Z;L_thumb_X;L_thumb_Y;L_thumb_Z;R_thumb_X;R_thumb_Y;R_thumb_Z;L_hip_X;L_hip_Y;L_hip_Z;R_hip_X;R_hip_Y;R_hip_Z;L_knee_X;L_knee_Y;L_knee_Z;R_knee_X;R_knee_Y;R_knee_Z;L_ankle_X;L_ankle_Y;L_ankle_Z;R_ankle_X;R_ankle_Y;R_ankle_Z;L_heel_X;L_heel_Y;L_heel_Z;R_heel_X;R_heel_Y;R_heel_Z;L_halux_X;L_halux_Y;L_halux_Z;R_halux_X;R_halux_Y;R_halux_Z
-77,76360994;15,4842237;142,8710969;-77,36299557;16,91890058;145,5272811;-77,23847083;17,93427905;145,6891477;-77,41820446;18,95366195;145,738508;-77,35994862;14,36608153;145,8212327;-77,5221086;13,3787209;146,1234831;-77,37125671;12,33451477;146,4845602;-79,82545554;20,39636627;146,4490827;-79,13149212;10,91459257;147,8993672;-79,10908287;16,87394676;141,1050408;-79,19938134;13,83748325;141,3014109;-87,38937188;30,13540173;133,9519815;-83,86149487;-0,110238358;137,1310653;-92,1597242;45,80233825;117,4858172;-89,62072208;-17,21323579;121,4698532;-85,5888787;33,18981525;106,6714921;-83,60650721;-3,094541063;107,5206141;-84,15921934;28,14547527;104,7573844;-83,08124427;1,222318048;105,3641754;-84,80864257;26,30795545;107,1185581;-83,68371019;2,757894596;107,9584918;-84,90916869;27,94579476;107,6131765;-83,99683003;1,740164993;108,7105129;-83,48903124;22,83012277;92,7003629;-81,14366906;6,651267946;93,84017016;-80,82528722;21,75227223;60,2442228;-79,12924808;6,232170315;61,47850878;-80,6286401;20,11582355;32,37465357;-80,40279945;8,420941057;32,7346185;-82,01591888;18,38475477;28,54385559;-82,24197061;10,51873449;28,96784342;-72,28993959;22,17440947;24,79156777;-71,94900857;5,433146881;25,53597484
-77,63454375;15,77188932;142,8457074;-77,1837527;17,20811112;145,4954007;-77,05826974;18,24427072;145,666875;-77,29862786;19,25686916;145,7165871;-77,21188013;14,68336905;145,7748172;-77,49132833;13,69272859;146,0614235;-77,34394175;12,67877142;146,4214367;-79,69174672;20,69879993;146,4400847;-78,88982187;11,22919347;147,8705282;-79,08466457;17,1432833;141,0609313;-79,17423982;14,12002492;141,2530637;-87,3378921;30,33233882;133,9496743;-83,84597708;0,160835768;137,1593438;-92,12843802;46,05324423;117,464791;-89,5525736;-16,98695004;121,5432725;-85,42286443;33,3349793;106,640517;-83,6276528;-3,002980608;107,5437001;-83,94819224;28,30522812;104,7430589;-83,07474253;1,279549341;105,4115423;-84,47773243;26,50317863;107,1331697;-83,70014317;2,80766178;107,9719518;-84,62437211;28,1183006;107,6154448;-84,00407098;1,801330017;108,7163201;-83,48800901;22,95530394;92,70614821;-81,15350878;6,756759249;93,86078582;-81,02182503;21,86327745;60,17988263;-78,98468266;6,311496472;61,56089774;-80,56952494;20,17018903;32,32563618;-80,37879249;8,415592476;32,74882935;-81,95776974;18,43418053;28,4940417;-82,22211806;10,50959717;28,96529165;-72,21695692;22,20074483;24,79829317;-71,89602849;5,42532559;25,56571022
-77,5237396;16,04409868;142,8262179;-77,01147073;17,49984311;145,4729087;-76,91273627;18,5542409;145,6465777;-77,20299627;19,55410104;145,6974007;-77,08911506;14,99258415;145,7348381;-77,47298025;13,99545862;146,0086021;-77,35873664;13,01233364;146,3631994;-79,57552881;21,00301658;146,4293874;-78,68579007;11,53955927;147,8411997;-79,07160828;17,40703551;141,0221131;-79,1510793;14,39309859;141,2129781;-87,28672049;30,54124391;133,9446064;-83,83998281;0,44870794;137,1878475;-92,08312424;46,32432902;117,4406519;-89,48836947;-16,74878138;121,6301507;-85,26945383;33,47772786;106,5976734;-83,65037533;-2,899293156;107,5701685;-83,76496352;28,45547035;104,7120636;-83,07745754;1,340711295;105,4561503;-84,18022221;26,68383495;107,1323859;-83,72521289;2,860840417;107,9867374;-84,37828683;28,27386709;107,6008602;-84,01555864;1,866765888;108,7257724;-83,49807033;23,08424811;92,71228487;-81,1979996;6,868449648;93,87977319;-81,20998102;21,97923744;60,11714517;-78,82130012;6,403782722;61,65141265;-80,50498402;20,22107797;32,27375056;-80,34892365;8,412676287;32,7632922;-81,88636588;18,47968911;28,44517473;-82,19808748;10,49938871;28,95934637;-72,15281456;22,22704395;24,80226589;-71,83306452;5,420694609;25,59874
-77,42537928;16,29831292;142,8120099;-76,8532143;17,78586398;145,4580995;-76,80237559;18,8536254;145,6282546;-77,1252747;19,83814319;145,6816563;-76,9908309;15,28667847;145,7003076;-77,45642447;14,28349218;145,9649689;-77,39774075;13,32748424;146,3109623;-79,47161003;21,3008134;146,4175908;-78,52389335;11,84001655;147,8099687;-79,05645392;17,662328;140,990536;-79,11835111;14,65611191;141,1814029;-87,23691273;30,76224587;133,9367296;-83,83828725;0,744080633;137,2163439;-92,02703831;46,60559454;117,4089401;-89,44725733;-16,5040835;121,7285937;-85,13981717;33,61807792;106,5433526;-83,67785793;-2,784591549;107,5987082;-83,61706062;28,59662815;104,6655299;-83,09463194;1,404616867;105,4976182;-83,92833744;26,85071697;107,1158757;-83,7605401;2,916343542;108,003393;-84,17912924;28,41536446;107,5713745;-84,03226374;1,935237996;108,7396364;-83,51308792;23,21670419;92,71920173;-81,27441487;6,985281849;93,896466;-81,39000608;22,09739395;60,05386116;-78,64418279;6,506835188;61,7434293;-80,44134146;20,26800304;32,22112148;-80,312894;8,413891503;32,77819022;-81,80624023;18,52123626;28,39912173;-82,17185939;10,48948422;28,95076955;-72,10305628;22,25427435;24,80138417;-71,76342392;5,421982971;25,63321821
-77,33165066;16,53648751;142,8019552;-76,71133152;18,061206;145,4485893;-76,71981842;19,13639435;145,6120997;-77,05669643;20,10570717;145,66977;-76,91000195;15,56324689;145,6696267;-77,430663;14,55707373;145,9290785;-77,43972912;13,62171896;146,2649804;-79,37285869;21,58726897;146,4055702;-78,40149667;12,12818543;147,7759258;-79,02574845;17,90929151;140,9671845;-79,06713944;14,91167655;141,1574715;-87,1875168;30,99535341;133,9263657;-83,83677797;1,038077785;137,2444077;-91,96523936;46,88701039;117,3650471;-89,44503215;-16,25719013;121,8376219;-85,03881803;33,75706539;106,4794142;-83,71700213;-2,66248923;107,6274565;-83,50690466;28,73025434;104,6064145;-83,1320096;1,469291335;105,5352145;-83,72768374;27,00692133;107,0847359;-83,80932101;2,972602163;108,0218133;-84,02835196;28,54743251;107,5301044;-84,05859495;2,004751598;108,757784;-83,53043577;23,35294943;92,72673218;-81,37696279;7,105714559;93,9107562;-81,56356847;22,21484798;59,98851666;-78,456787;6,618650769;61,83196786;-80,38413058;20,30995869;32,17131595;-80,27114384;8,420893415;32,7944183;-81,72342002;18,55830343;28,35851487;-82,14667752;10,48116638;28,94145851;-72,07417604;22,28196451;24,79342769;-71,69069391;5,432606224;25,66750043
-77,23589399;16,76342541;142,7943112;-76,58384304;18,32456712;145,4415634;-76,65376723;19,4013392;145,5978423;-76,98888489;20,35726782;145,6612683;-76,83610588;15,82408531;145,6409364;-77,38633261;14,81925981;145,8986903;-77,4652385;13,89709218;146,2247251;-79,27314508;21,860605;146,3938996;-78,30959414;12,40469574;147,7394032;-78,97089085;18,14990834;140,9515169;-78,99382997;15,16363022;141,1394057;-87,1352625;31,23907452;133,913866;-83,83291963;1,323575967;137,271561;-91,90266003;47,15954114;117,3059231;-89,49061079;-16,0117371;121,9575006;-84,96389369;33,89551903;106,4090856;-83,77689983;-2,538824446;107,6546256;-83,43141187;28,85790086;104,5391078;-83,19480404;1,531654751;105,5673811;-83,57705119;27,15589091;107,0414451;-83,87531421;3,02762014;108,0409103;-83,92084848;28,67447329;107,4809106;-84,10087876;2,072925694;108,7791326;-83,55107579;23,49284906;92,7340294;-81,49696338;7,227686999;93,92277951;-81,7321699;22,32889807;59,92106432;-78,26059884;6,737585734;61,91478536;-80,33728839;20,34583451;32,12826151;-80,22487514;8,435172964;32,81327651;-81,64448312;18,59025656;28,32580137;-82,1265367;10,47558387;28,93379585;-72,0709843;22,30885597;24,77700399;-71,61730812;5,456283563;25,70089073
-77,13513191;16,98451416;142,7869298;-76,46659728;18,57737846;145,4342149;-76,59369388;19,65097782;145,5844688;-76,91650542;20,59592753;145,6546851;-76,7590036;16,07327827;145,6126013;-77,31791448;15,07398405;145,8715257;-77,46103714;14,15809483;146,1892696;-79,16974374;22,1211647;146,3825086;-78,23623628;12,67171673;147,7021243;-78,89139424;18,38642468;140,9413747;-78,90134148;15,41475046;141,1248877;-87,07612123;31,48939744;133,8990962;-83,82592491;1,595412894;137,2973866;-91,84237902;47,41598189;117,2312675;-89,58540852;-15,77150989;122,0891436;-84,90672895;34,03300709;106,3364375;-83,86571269;-2,420469126;107,6793231;-83,38343573;28,98008765;104,4685424;-83,28619764;1,587658816;105,5919084;-83,47010577;27,29952058;106,9895445;-83,96121679;3,079144626;108,0586818;-83,84703922;28,79891757;107,427912;-84,16482433;2,137456172;108,8019725;-83,57791146;23,63494279;92,73983499;-81,62373535;7,348794178;93,93267568;-81,89621171;22,43737931;59,85287206;-78,0557042;6,862131082;61,99230979;-80,30278288;20,37488322;32,09495795;-80,17568765;8,458084425;32,83611763;-81,5753853;18,6168391;28,30232805;-82,1152827;10,47400681;28,92985609;-72,094166;22,33359794;24,75233662;-71,54353651;5,496426555;25,73405518
-77,03114331;17,20362279;142,7776417;-76,35582831;18,8219811;145,4241919;-76,53299645;19,88945104;145,570408;-76,83829354;20,82556153;145,6479351;-76,67248582;16,31468189;145,5835218;-77,22554593;15,32383396;145,8457548;-77,4227867;14,4089931;146,157613;-79,06403491;22,36993309;146,3707225;-78,17112902;12,93093099;147,666543;-78,79511248;18,61994492;140,9334466;-78,79867911;15,66512431;141,1114473;-87,00773429;31,73964867;133,8812211;-83,81669815;1,849885346;137,3216744;-91,78497911;47,65135266;117,143693;-89,72538323;-15,54098662;122,2327636;-84,85701659;34,16732989;106,2654143;-83,98724804;-2,313622491;107,7021042;-83,35416016;29,09569895;104,3989911;-83,40569988;1,633050709;105,6066533;-83,39806637;27,43705987;106,9329439;-84,06700563;3,125011401;108,0727292;-83,79597899;28,9203843;107,3748404;-84,25293789;2,196579421;108,8246006;-83,61345143;23,77605728;92,74298544;-81,74628105;7,466613952;93,94061424;-82,05492334;22,53881831;59,78597186;-77,84202383;6,990467227;62,06658114;-80,28065714;20,39703976;32,07253573;-80,12486634;8,490973709;32,86420888;-81,52043457;18,63848576;28,28779898;-82,1156328;10,47820058;28,93085864;-72,13941096;22,35514708;24,72143782;-71,46748696;5,555611354;25,76887856
-76,93014249;17,42174714;142,7646329;-76,25013608;19,0596857;145,409914;-76,46987098;20,12016549;145,5540329;-76,75650713;21,04884337;145,6389446;-76,5765389;16,54979693;145,5531483;-77,11589512;15,56843107;145,8200819;-77,35549372;14,6516584;146,1287804;-78,9605324;22,60718339;146,357636;-78,10931338;13,18183352;147,6347671;-78,69571203;18,84967175;140,9241585;-78,69922581;15,9117282;141,0968256;-86,93096993;31,98145636;133,8591194;-83,80746679;2,08420965;137,3446566;-91,72924145;47,86263094;117,0478569;-89,9042177;-15,32514284;122,3864336;-84,80652942;34,29458328;106,1987541;-84,13890592;-2,222377309;107,7249233;-83,3352556;29,20195063;104,3330576;-83,54809757;1,66455649;105,6104474;-83,3520785;27,56510184;106,8750508;-84,18907115;3,163580922;108,0811229;-83,75818322;29,03585268;107,324334;-84,36311245;2,249359145;108,8460885;-83,65794064;23,91168179;92,7428825;-81,85517908;7,579034155;93,94698651;-82,20690452;22,6323227;59,72215783;-77,62082115;7,1200738;62,13974472;-80,26942083;20,4129529;32,06006278;-80,07248157;8,535325201;32,89886246;-81,48170792;18,65624967;28,28031131;-82,12835285;10,49062216;28,93708619;-72,19850825;22,37282576;24,68761677;-71,38598518;5,635601154;25,80786835
-76,84160153;17,63664619;142,74665;-76,15162688;19,28947102;145,3906587;-76,40670437;20,34407699;145,5341557;-76,67582654;21,265935;145,6261925;-76,47797539;16,7767144;145,5212639;-77,00171908;15,80395054;145,7935642;-77,27194581;14,88455715;146,1017636;-78,86520469;22,83181966;146,3425743;-78,05242961;13,42104098;147,6077211;-78,6089273;19,0729267;140,9106365;-78,61831224;16,14911456;141,0792907;-86,84948333;32,2066566;133,832262;-83,80110449;2,296400967;137,3672593;-91,67377324;48,04810174;116,9489957;-90,11566234;-15,12862722;122,5454892;-84,75173476;34,40972599;106,1373455;-84,31195259;-2,148149252;107,7506266;-83,32018787;29,29496306;104,2713897;-83,70362501;1,681021617;105,6038483;-83,32458475;27,67856506;106,8181517;-84,32061341;3,194128107;108,0833856;-83,72727742;29,14064449;107,277481;-84,48903522;2,295705616;108,8670007;-83,70872457;24,0369743;92,73972427;-81,94399408;7,684461399;93,95256824;-82,35083195;22,71734262;59,66247434;-77,39597414;7,247718119;62,21275604;-80,26665352;20,42375168;32,05510796;-80,01661132;8,592882577;32,94160436;-81,45895985;18,67139416;28,27693294;-82,15168396;10,51425181;28,94818031;-72,26171763;22,3862723;24,65462907;-71,29553641;5,73821532;25,85348039
-76,77658102;17,84337775;142,7229366;-76,06618043;19,50773591;145,3663531;-76,34905199;20,55918488;145,5101949;-76,60256056;21,47435997;145,6088536;-76,38928764;16,99031965;145,4876568;-76,89983593;16,02381243;145,7653585;-77,1895235;15,1030109;146,0754368;-78,78401808;23,0416552;146,325325;-78,00740504;13,64279141;147,5849418;-78,54907665;19,28575215;140,8913188;-78,57035598;16,37065924;141,0578195;-86,76770277;32,40954304;133,8014356;-83,80045101;2,485611653;137,3911624;-91,61866665;48,20699762;116,8515404;-90,35388226;-14,95469644;122,7034846;-84,69422833;34,50764423;106,0803512;-84,49388467;-2,089992144;107,782562;-83,30486814;29,37086892;104,2132518;-83,85952106;1,683997484;105,5896018;-83,30997839;27,77234663;106,7633483;-84,45313164;3,217065581;108,0813258;-83,70045921;29,22992935;107,2338912;-84,62207457;2,336205895;108,8899013;-83,76104118;24,14799152;92,73449612;-82,01001444;7,781921937;93,95859514;-82,48594213;22,79355048;59,60733239;-77,17448779;7,370090065;62,2847846;-80,26962721;20,43070157;32,05470018;-79,95310822;8,665746205;32,99404625;-81,44990159;18,68490996;28,27455701;-82,18110388;10,5521226;28,96353316;-72,32023381;22,39553486;24,62586534;-71,19259515;5,866811254;25,9077093
-76,74565548;18,03546204;142,6929514;-76,00267771;19,70905186;145,3371015;-76,30455523;20,76118577;145,4819012;-76,54412714;21,66996464;145,5864771;-76,32574351;17,18353788;145,4518032;-76,82753043;16,2202471;145,7345356;-77,12592249;15,30042397;146,0485328;-78,72202068;23,23433025;146,3059536;-77,9835227;13,8403314;147,5649091;-78,52648082;19,48375849;140,865978;-78,56582495;16,56988402;141,0320717;-86,68889588;32,58850313;133,7687057;-83,80798365;2,65257248;137,4184735;-91,56628546;48,33979583;116,7584174;-90,61223471;-14,80435588;122,8545929;-84,63933199;34,58458087;106,0259873;-84,6717495;-2,045381417;107,8248413;-83,28798076;29,42718087;104,1575864;-84,0026775;1,677448747;105,5728735;-83,30506757;27,84314167;106,7109909;-84,57843459;3,233931776;108,0795042;-83,67817306;29,30037615;107,1922923;-84,75369936;2,371932194;108,9195222;-83,80989327;24,24265974;92,7288073;-82,05453872;7,871130736;93,96675861;-82,61214565;22,86094497;59,55708206;-76,96598484;7,485079643;62,3534169;-80,27578316;20,43492283;32,05620937;-79,87627138;8,756420955;33,05729135;-81,45074877;18,69723877;28,27068037;-82,20961453;10,60679677;28,98251331;-72,36770277;22,40133191;24,60386841;-71,07311561;6,02751894;25,97195744
-76,75661267;18,20634056;142,6561017;-75,97109663;19,88749831;145,3026849;-76,28158251;20,94473113;145,4488788;-76,50823958;21,84832968;145,5584809;-76,30124539;17,34916362;145,4127256;-76,79807716;16,38627863;145,7000794;-77,09467984;15,46999545;146,0197399;-78,68285492;23,40820303;146,2842965;-77,98915078;14,00763002;147,5455689;-78,54580838;19,66293019;140,8352683;-78,60861469;16,74165772;141,002212;-86,61481398;32,74615061;133,7365314;-83,8257796;2,799634323;137,4510274;-91,52084167;48,44878665;116,6712454;-90,88195852;-14,67610361;122,9962983;-84,59366602;34,63947661;105,9725472;-84,83505125;-2,010993444;107,8831776;-83,27090064;29,46393737;104,1039661;-84,12272889;1,666664016;105,5612687;-83,30927206;27,89080585;106,6612705;-84,69055321;3,247158734;108,0852039;-83,66316702;29,3514283;107,1513697;-84,87752213;2,404338968;108,9624859;-83,85224758;24,32114465;92,72458476;-82,08281024;7,952542715;93,97902024;-82,72986905;22,92003247;59,51259625;-76,78141122;7,593225386;62,41535223;-80,28300258;20,4372621;32,05783774;-79,78047527;8,867686116;33,13100373;-81,45700201;18,70832509;28,26384958;-82,22872892;10,68001284;29,00441731;-72,40032486;22,40526776;24,59027388;-70,93222378;6,229104143;26,04683139
-76,81243097;18,35073938;142,6118016;-75,97980742;20,03803447;145,2624288;-76,28744612;21,10463745;145,4103779;-76,5014988;22,00587467;145,523949;-76,32414462;17,48167989;145,3692419;-76,81682308;16,51751694;145,6611854;-77,10173693;15,60636111;145,9880013;-78,6685363;23,56263505;146,259527;-78,02911453;14,1408184;147,5248433;-78,60532831;19,82017495;140,800195;-78,69469221;16,88312498;140,9687516;-86,54696507;32,88776271;133,7065494;-83,8552514;2,930167494;137,4896175;-91,48709869;48,53813712;116,5910985;-91,15194221;-14,56646805;123,1307565;-84,56264148;34,67461045;105,9192437;-84,97727523;-1,98321832;107,9654368;-83,25695381;29,48413959;104,0529925;-84,21467263;1,656903117;105,5644228;-83,32407451;27,91873704;106,6146295;-84,78703694;3,259723594;108,1077776;-83,65897874;29,38570172;107,1104846;-84,99043826;2,435227864;109,026477;-83,88865044;24,38557298;92,72359171;-82,1033439;8,027310936;93,99711393;-82,83977245;22,97183348;59,47546076;-76,63157699;7,698466842;62,46710316;-80,28969803;20,43830421;32,05868429;-79,66237735;9,002098005;33,21249987;-81,46436199;18,71790631;28,25373028;-82,23006194;10,77253874;29,02820919;-72,41587364;22,4097524;24,58603431;-70,76514684;6,480745505;26,13142244
-76,91017665;18,46556686;142,5599871;-76,0328274;20,15749993;145,2157179;-76,32644497;21,23670175;145,3657216;-76,52770269;22,14025136;145,4820662;-76,39447423;17,57851177;145,3206925;-76,87946021;16,6131271;145,6178542;-77,14416309;15,70668377;145,9530366;-78,67939913;23,69756971;146,2302419;-78,10322211;14,23891683;147,5011579;-78,69723917;19,95348649;140,7618893;-78,81265105;16,99408018;140,9325565;-86,488107;33,01877296;133,6787853;-83,89623046;3,0475507;137,5335987;-91,4688429;48,6130266;116,5191725;-91,40963805;-14,47115274;123,2637527;-84,54881939;34,69515716;105,8665969;-85,09585536;-1,958377163;108,0807401;-83,25017419;29,49324293;104,0060429;-84,28012684;1,652466211;105,5927362;-83,35163728;27,93309857;106,5718343;-84,86928082;3,274817125;108,1571707;-83,6682296;29,40830826;107,070004;-85,09272103;2,466682551;109,1187555;-83,92353929;24,43933233;92,72683024;-82,12634359;8,097076152;94,02179135;-82,94240431;23,01760063;59,4476407;-76,5260781;7,807404421;62,50536228;-80,29478533;20,43844839;32,058544;-79,52300495;9,161033752;33,29628902;-81,46955298;18,72583;28,24092502;-82,2071205;10,88410755;29,05222549;-72,41258933;22,41752325;24,59161103;-70,57000948;6,787971893;26,22193978
-77,04123465;18,55021544;142,501838;-76,12790822;20,24513679;145,162966;-76,39825211;21,3382061;145,3152272;-76,58647519;22,25018291;145,4330282;-76,50361973;17,64046725;145,267852;-76,97334598;16,67571448;145,5714986;-77,21148859;15,77104409;145,9158802;-78,71407542;23,81281631;146,1951705;-78,20608023;14,30377065;147,4739953;-78,8092227;20,06180824;140,7217502;-78,94619544;17,07664964;140,8949843;-86,44239407;33,14255154;133,6517565;-83,94572016;3,154259063;137,5810899;-91,46766111;48,67814913;116,4568356;-91,64255356;-14,38624213;123,401531;-84,55170321;34,70776555;105,8162715;-85,1912004;-1,932750525;108,2366;-83,25410795;29,49783363;103,964552;-84,3268297;1,656524299;105,6549566;-83,39315566;27,94113898;106,5337435;-84,94184939;3,295596225;108,2414854;-83,69139808;29,42533844;107,0311599;-85,18724025;2,500922511;109,2440287;-83,96403292;24,48625984;92,73402135;-82,16136113;8,163604441;94,05210277;-83,03784588;23,05837705;59,43077028;-76,4726475;7,926979486;62,52704758;-80,29761171;20,43797467;32,05764462;-79,36895688;9,343458646;33,37440689;-81,47083428;18,73222209;28,22667964;-82,15682303;11,01333169;29,07405806;-72,38891964;22,43086238;24,60685551;-70,35195366;7,148101299;26,31018387
-77,19286526;18,60643491;142,4401359;-76,25614772;20,30273021;145,1063443;-76,49720237;21,40837456;145,2609403;-76,67269756;22,33524946;145,3787709;-76,63654407;17,67148858;145,213376;-77,08138181;16,71043267;145,5250575;-77,28916837;15,80235762;145,8790058;-78,76935341;23,90763894;146,1540902;-78,32810289;14,33946089;147,4442461;-78,92703741;20,14490707;140,6816538;-79,07786194;17,13455811;140,8579322;-86,41382288;33,25942469;133,6233724;-83,99741945;3,251444182;137,629616;-91,48233639;48,73636432;116,4050731;-91,83991429;-14,30885496;123,5470746;-84,56878547;34,71869535;105,7704271;-85,26569179;-1,902588667;108,4349184;-83,27115929;29,50391797;103,929173;-84,36665081;1,671447697;105,7549375;-83,4477882;27,94918117;106,5009075;-85,01108946;3,324970799;108,3639035;-83,72657714;29,44206137;106,9955269;-85,27813234;2,54012101;109,4020843;-84,0175837;24,52991253;92,74341886;-82,21495799;8,228384188;94,08510141;-83,12550695;23,09466688;59,42536591;-76,47652242;8,061475523;62,52933217;-80,2979319;20,43706797;32,05644093;-79,21211734;9,544916482;33,43767374;-81,46813347;18,73746351;28,21252242;-82,0804268;11,15762972;29,09076019;-72,34439171;22,45074875;24,63059428;-70,12664101;7,547274818;26,38298633
-77,35067345;18,63798297;142,3788076;-76,40342937;20,33441103;145,0495907;-76,61289908;21,44881785;145,2064874;-76,77699058;22,39597302;145,3228705;-76,77577553;17,67794239;145,1612619;-77,18686704;16,72385052;145,4822897;-77,36293573;15,80606275;145,8457352;-78,83995497;23,98099568;146,1083246;-78,45742795;14,35152596;147,414047;-79,03752814;20,20349837;140,6438567;-79,19281683;17,17241085;140,8236013;-86,40405739;33,36712056;133,5920932;-84,04300378;3,339054962;137,6767833;-91,50901475;48,78820492;116,3638097;-91,9943486;-14,23700191;123,6978026;-84,59706749;34,73220639;105,7308219;-85,32309208;-1,864319828;108,6688049;-83,3025928;29,5153635;103,8991996;-84,41265019;1,699020684;105,8887781;-83,51275557;27,96093632;106,4731762;-85,08333864;3,365299022;108,5200531;-83,77025053;29,46147867;106,964345;-85,36917318;2,586226691;109,5861193;-84,08927675;24,57294556;92,75216202;-82,28928305;8,292302455;94,11626962;-83,20425627;23,12642289;59,43030841;-76,53940057;8,210259029;62,51000313;-80,2959914;20,43581206;32,05547769;-79,06763239;9,757328919;33,47767393;-81,46286562;18,74205017;28,19983661;-81,98368144;11,31323744;29,09935961;-72,28095956;22,47624628;24,66028703;-69,9202817;7,96100513;26,42393282
-77,5012631;18,65006694;142,3218039;-76,55335853;20,34603787;144,9968863;-76,73219344;21,46365187;145,1559989;-76,88726322;22,43410222;145,2695748;-76,90572411;17,66756249;145,1155083;-77,27743257;16,72288064;145,4465361;-77,42246537;15,78952734;145,8191561;-78,91857731;24,03229521;146,0605388;-78,58221686;14,34617613;147,3861065;-79,13113943;20,23952261;140,6105263;-79,2815329;17,19513924;140,7940203;-86,41119456;33,46210207;133,5577453;-84,07492623;3,416273174;137,7206799;-91,54213687;48,83241885;116,3316418;-92,10328385;-14,16899574;123,8457931;-84,63421449;34,74973048;105,6980682;-85,36796221;-1,815128153;108,9221575;-83,34894862;29,53294231;103,8725322;-84,47558734;1,740128501;106,0440154;-83,58463498;27,9766362;106,4494828;-85,16282893;3,417908724;108,6973826;-83,81869764;29,48368868;106,9379869;-85,46196165;2,640717933;109,7829014;-84,17964892;24,61659012;92,75717905;-82,38193108;8,355454142;94,14069553;-83,27288868;23,1533376;59,44287161;-76,65800951;8,367302589;62,4682613;-80,29267439;20,43418429;32,05527594;-78,95046873;9,969876364;33,48889551;-81,45750586;18,74644022;28,18945371;-81,87607557;11,47525036;29,09749779;-72,20363982;22,50437908;24,69225086;-69,76410021;8,358721105;26,41788709
-77,63428259;18,64851259;142,2720031;-76,69071595;20,34416065;144,9515283;-76,84204758;21,45895174;145,1127853;-76,99104217;22,45271859;145,2225848;-77,01578553;17,64813975;145,0788186;-77,34669102;16,71378253;145,4197345;-77,46303583;15,76096845;145,8012164;-78,99662621;24,06221266;146,014061;-78,69268828;14,32955597;147,362891;-79,20313367;20,25623662;140,5831932;-79,34062336;17,20746334;140,7705954;-86,43030589;33,54098811;133,5216443;-84,08920906;3,481995819;137,759964;-91,57588514;48,8671548;116,3061594;-92,16945377;-14,10304709;123,980223;-84,67893441;34,76999426;105,6713988;-85,40441186;-1,753799111;109,1727211;-83,4104958;29,5542029;103,8462387;-84,56038772;1,794074362;106,2019962;-83,66130502;27,99315645;106,4278962;-85,24950476;3,482556229;108,8776214;-83,86948338;29,50616041;106,9157903;-85,55420092;2,704213895;109,9753717;-84,28378332;24,66035487;92,75634877;-82,4867291;8,417089172;94,15464569;-83,33069273;23,17523009;59,45936275;-76,82297738;8,52262969;62,40567972;-80,28956359;20,43206862;32,05621743;-78,87152998;10,17075102;33,47029078;-81,4549457;18,75094762;28,18145267;-81,76908273;11,6376302;29,08399192;-72,11954095;22,53059012;24,72266248;-69,68421878;8,710794769;26,3569961
-77,74341768;18,63876557;142,2307495;-76,80428773;20,33482368;144,9151787;-76,93239887;21,44157486;145,0785237;-77,07800677;22,4559138;145,1842461;-77,10133309;17,62620763;145,0521061;-77,39336603;16,70123482;145,4022779;-77,48479361;15,72791985;145,792508;-79,06573994;24,07312164;145,9721274;-78,78245179;14,30710019;147,346068;-79,25330305;20,25789009;140,56246;-79,37191138;17,21328483;140,7539156;-86,45533543;33,60154533;133,4860612;-84,08661341;3,535230446;137,7937814;-91,60565601;48,89116348;116,2846381;-92,2000285;-14,03738748;124,0906936;-84,73072681;34,78988441;105,6490143;-85,4342458;-1,681345801;109,3976586;-83,48746645;29,57414671;103,817466;-84,66364296;1,858153253;106,3430279;-83,74369103;28,00497357;106,405926;-85,33757612;3,557158229;109,0418971;-83,92261432;29,52465672;106,8962692;-85,63886424;2,776072045;110,147113;-84,39215917;24,70219248;92,74938975;-82,59491763;8,475717757;94,15688877;-83,37780623;23,19229286;59,47615492;-77,01911996;8,665054856;62,32671979;-80,2887432;20,42927852;32,05845706;-78,83469286;10,34930014;33,42566752;-81,45771401;18,75568486;28,17529304;-81,67354225;11,79338418;29,05921989;-72,03541048;22,54968186;24,74899524;-69,69165782;8,995369266;26,24510288
